listing_id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,reviews_per_month,review_scores_value
19311563,54,0,0,2017-07-01,2020-09-06,4.85,4.94,4.89,4.94,4.83,5.0,0.71,4.81
19315537,8,0,0,2017-06-18,2018-03-24,5.0,5.0,5.0,5.0,5.0,5.0,0.11,5.0
19315567,9,3,0,2018-07-30,2023-08-12,4.67,4.78,4.67,5.0,5.0,4.56,0.14,4.33
19329377,85,2,0,2017-06-22,2023-04-03,4.46,4.71,4.74,4.75,4.5,4.35,1.12,4.48
19347077,258,37,2,2017-06-25,2023-08-24,4.83,4.9,4.9,4.9,4.9,4.86,3.41,4.8
19381762,379,66,0,2017-07-16,2023-08-06,4.91,4.92,4.88,4.97,4.99,4.94,5.05,4.91
19388218,93,82,7,2022-06-27,2023-08-29,4.72,4.65,4.8,4.82,4.92,4.65,6.28,4.67
19388832,193,3,0,2017-07-05,2022-12-04,4.94,4.95,4.94,4.95,4.97,4.86,2.56,4.89
19404156,0,0,0,,,,,,,,,,
19405358,170,51,4,2017-09-18,2023-09-01,4.92,4.95,4.91,4.98,4.98,4.98,2.33,4.88
19409558,8,0,0,2017-11-05,2020-03-14,5.0,5.0,4.63,5.0,4.75,4.88,0.11,4.75
19414228,28,1,0,2018-10-11,2023-06-10,4.5,4.82,4.54,4.82,4.61,4.68,0.47,4.68
19429471,122,5,0,2017-06-30,2023-07-25,4.62,4.68,4.59,4.83,4.9,4.7,1.61,4.79
19434002,14,3,0,2017-06-25,2022-11-26,4.86,4.86,4.93,5.0,5.0,4.93,0.18,4.79
19457942,3,0,0,2017-10-21,2018-01-01,5.0,5.0,5.0,5.0,5.0,5.0,0.04,5.0
19458263,6,0,0,2017-07-13,2017-10-01,5.0,4.67,5.0,5.0,5.0,4.67,0.08,4.67
19479297,224,39,2,2017-07-04,2023-08-26,4.85,4.81,4.87,4.77,4.91,4.68,2.97,4.77
19500901,224,35,0,2017-07-05,2023-08-13,4.8,4.88,4.93,4.93,4.78,4.91,2.97,4.76
19502323,0,0,0,,,,,,,,,,
19503298,256,42,1,2017-07-04,2023-08-31,4.89,4.93,4.93,4.94,4.97,4.98,3.39,4.85
19503995,179,18,0,2017-07-14,2023-08-06,4.87,4.9,4.8,5.0,4.97,4.97,2.38,4.88
19506309,2,0,0,2021-06-03,2021-06-06,5.0,5.0,5.0,5.0,5.0,4.5,0.07,5.0
19507167,1,0,0,2017-09-24,2017-09-24,5.0,5.0,5.0,5.0,5.0,5.0,0.01,5.0
19507382,1,0,0,2017-08-26,2017-08-26,5.0,5.0,5.0,5.0,5.0,4.0,0.01,4.0
19508480,265,2,0,2017-09-06,2023-07-25,4.9,4.93,4.92,4.92,4.94,4.87,3.62,4.85
19526445,3,0,0,2017-07-09,2017-07-28,5.0,4.67,5.0,5.0,5.0,5.0,0.04,4.33
19533265,0,0,0,,,,,,,,,,
19552660,46,6,1,2017-07-08,2023-08-19,4.93,4.98,4.85,4.98,4.98,4.98,0.61,4.91
19586234,183,2,0,2017-06-30,2022-10-10,4.55,4.7,4.2,4.81,4.81,4.8,2.42,4.55
19599646,252,61,2,2017-07-28,2023-08-26,4.9,4.97,4.92,4.97,4.98,4.65,3.38,4.83
19625495,116,12,0,2017-07-17,2023-06-05,4.72,4.8,4.77,4.76,4.88,4.64,1.55,4.77
19637156,1,0,0,2017-07-13,2017-07-13,3.0,4.0,4.0,4.0,5.0,5.0,0.01,3.0
19641640,13,3,0,2017-07-22,2023-08-05,5.0,4.92,5.0,4.92,5.0,5.0,0.17,4.85
19642299,171,52,5,2017-12-29,2023-09-10,4.98,4.98,4.99,4.95,4.97,4.91,2.46,4.94
19643671,33,6,0,2017-07-11,2023-08-13,4.78,4.84,4.63,4.84,4.97,4.69,0.44,4.71
19650280,69,1,0,2017-07-19,2023-07-31,4.42,4.67,4.45,4.93,4.8,4.93,0.92,4.58
19699547,61,2,0,2017-11-02,2023-07-15,4.89,4.93,4.8,4.95,4.92,4.98,0.85,4.95
19724962,250,3,1,2017-07-27,2023-08-31,4.8,4.92,4.78,4.92,4.96,4.94,3.35,4.76
19764058,2,0,0,2017-07-21,2017-08-06,5.0,5.0,5.0,5.0,5.0,5.0,0.03,5.0
19767116,242,51,2,2017-07-19,2023-08-23,4.84,4.94,4.86,4.87,4.98,4.94,3.23,4.87
19767321,200,9,0,2017-08-06,2023-08-12,4.87,4.9,4.83,4.91,4.91,4.88,2.69,4.8
19768378,48,0,0,2017-09-13,2020-01-16,4.98,4.97,4.92,5.0,5.0,4.97,0.66,4.95
19769087,290,37,0,2017-08-13,2023-07-29,4.88,4.92,4.88,4.97,4.97,4.85,3.91,4.78
19769612,18,0,0,2018-06-01,2021-08-23,4.94,5.0,5.0,4.94,5.0,5.0,0.28,4.88
19769692,0,0,0,,,,,,,,,,
19787253,54,0,0,2017-07-18,2022-07-31,4.89,4.89,5.0,4.98,5.0,4.6,0.72,4.8
19807322,28,1,0,2017-08-13,2023-08-12,4.78,4.78,4.96,5.0,5.0,4.78,0.38,4.81
19808563,3,0,0,2017-07-12,2017-07-16,4.67,4.67,4.67,4.67,4.67,4.67,0.04,4.33
19817543,0,0,0,,,,,,,,,,
19823942,3,0,0,2017-07-20,2017-08-27,3.67,4.67,4.0,5.0,5.0,5.0,0.04,4.0
19829493,25,0,0,2017-08-11,2018-02-19,4.68,4.68,4.52,4.84,4.84,5.0,0.34,4.76
19841607,51,1,0,2017-08-07,2022-11-26,4.94,4.92,4.88,4.98,4.94,4.9,0.69,4.86
19864452,53,0,0,2017-07-26,2020-02-15,4.98,5.0,5.0,4.94,5.0,4.92,0.71,4.92
19872890,273,61,2,2017-08-27,2023-09-09,4.92,4.95,4.83,4.97,4.98,4.97,3.71,4.91
19893073,0,0,0,,,,,,,,,,
19893878,3,0,0,2017-09-14,2017-10-02,5.0,5.0,5.0,5.0,5.0,5.0,0.04,5.0
19912376,2,1,0,2022-01-30,2022-09-30,5.0,5.0,5.0,5.0,5.0,5.0,0.1,5.0
19930688,39,7,0,2017-08-08,2023-06-30,4.77,4.85,4.64,4.97,4.9,4.92,0.53,4.67
19932136,260,57,2,2017-08-05,2023-08-26,4.57,4.67,4.48,4.92,4.93,4.74,3.5,4.55
19953017,149,16,2,2017-08-06,2023-08-25,4.96,4.99,4.91,4.97,4.99,4.9,2.0,4.93
19998720,30,4,0,2017-09-14,2023-05-27,4.4,4.63,4.73,4.8,4.73,4.83,0.41,4.57
20001423,45,4,0,2017-07-27,2023-07-19,4.84,4.76,4.82,4.91,4.93,4.33,0.6,4.93
20014244,229,25,1,2017-08-06,2023-08-20,4.76,4.79,4.71,4.97,4.94,4.77,3.08,4.73
20028160,1,0,0,2017-12-02,2017-12-02,5.0,5.0,5.0,5.0,5.0,5.0,0.01,5.0
20028213,10,0,0,2017-12-09,2022-07-31,4.67,4.44,4.44,4.89,5.0,4.78,0.14,4.44
20049395,247,36,1,2017-09-06,2023-08-20,4.88,4.91,4.85,4.97,4.98,4.97,3.37,4.71
20093002,6,0,0,2017-09-17,2020-03-13,5.0,5.0,4.83,5.0,5.0,5.0,0.08,4.83
20124890,324,0,0,2017-09-04,2022-08-12,4.93,4.96,4.95,4.96,4.97,4.85,4.42,4.87
20126341,216,78,6,2018-12-25,2023-09-08,4.94,4.97,4.99,5.0,4.98,4.97,3.76,4.91
20138171,605,101,9,2017-08-16,2023-09-06,4.85,4.86,4.81,4.97,4.93,4.95,8.18,4.79
20138796,322,54,5,2017-10-04,2023-09-11,5.0,5.0,4.99,4.99,5.0,4.98,4.45,4.96
20166365,469,86,8,2017-08-17,2023-09-05,4.86,4.93,4.87,4.95,4.99,4.94,6.34,4.82
20166874,139,1,0,2017-08-04,2022-11-21,4.53,4.61,4.27,4.86,4.8,4.93,1.87,4.61
20192249,248,37,1,2017-08-11,2023-08-21,4.63,4.78,4.71,4.83,4.72,4.94,3.34,4.64
20196027,0,0,0,,,,,,,,,,
20196565,4,0,0,2017-09-09,2017-09-27,5.0,5.0,5.0,5.0,5.0,5.0,0.05,5.0
20207987,0,0,0,,,,,,,,,,
20212862,16,0,0,2017-12-17,2018-02-21,4.88,4.88,4.75,4.94,5.0,4.56,0.23,5.0
20213058,317,28,3,2017-08-17,2023-08-27,4.87,4.91,4.82,4.95,4.94,4.9,4.29,4.82
20217934,1,0,0,2017-09-19,2017-09-19,5.0,5.0,5.0,5.0,5.0,5.0,0.01,5.0
20253006,18,3,0,2017-10-10,2023-04-30,4.89,4.94,4.94,4.83,4.89,5.0,0.25,4.67
20264444,20,0,0,2017-09-13,2022-07-02,4.8,4.9,5.0,4.65,4.75,5.0,0.27,4.95
20265888,184,21,0,2017-08-06,2023-06-04,4.78,4.85,4.82,4.97,4.93,4.93,2.48,4.78
20277898,4,0,0,2017-09-01,2017-09-06,4.75,5.0,5.0,4.75,5.0,5.0,0.05,5.0
20294927,25,1,0,2017-09-17,2023-05-10,5.0,5.0,4.92,5.0,5.0,4.92,0.34,4.92
20299513,38,15,0,2018-05-14,2023-08-08,4.78,4.86,4.89,5.0,4.92,4.46,0.58,4.68
20302085,4,0,0,2017-09-14,2017-10-15,5.0,5.0,5.0,5.0,5.0,4.75,0.05,5.0
20302745,103,9,3,2018-07-15,2023-09-08,4.98,5.0,4.94,4.99,4.99,4.94,1.64,4.96
20303609,7,0,0,2017-09-03,2017-12-18,4.67,5.0,4.33,5.0,5.0,5.0,0.1,4.83
20321277,81,42,2,2017-09-10,2023-08-27,4.88,4.93,4.83,4.98,4.95,4.81,1.11,4.78
20347049,36,0,0,2018-02-18,2021-02-19,5.0,4.96,4.96,5.0,5.0,5.0,0.53,5.0
20358943,91,14,0,2017-08-27,2023-08-04,4.82,4.88,4.77,4.97,4.87,4.82,1.24,4.84
20360072,81,0,0,2017-09-25,2020-09-13,4.9,4.98,4.94,4.98,4.98,4.75,1.11,4.88
20361292,11,0,0,2017-12-27,2022-06-24,5.0,4.91,4.55,4.91,5.0,5.0,0.16,4.73
20403640,117,0,0,2017-09-03,2022-07-09,4.73,4.76,4.81,4.92,4.8,4.38,1.59,4.67
20403766,238,36,1,2017-08-13,2023-08-19,4.76,4.78,4.67,4.93,4.94,4.94,3.21,4.66
20422457,52,0,0,2017-09-01,2020-03-15,4.85,4.94,4.29,4.94,4.98,4.85,0.71,4.88
20432523,2,0,0,2017-11-15,2017-11-26,5.0,5.0,4.5,5.0,5.0,5.0,0.03,5.0
20437419,6,0,0,2017-09-30,2020-06-29,4.67,4.83,4.83,5.0,4.83,4.83,0.08,5.0
20437717,241,0,0,2017-08-17,2022-07-03,4.85,4.93,4.94,4.92,4.9,4.99,3.26,4.82
20438692,222,1,0,2017-08-31,2023-08-01,4.88,4.96,4.93,4.96,4.92,4.99,3.02,4.82
20461027,12,0,0,2021-03-14,2022-06-22,4.42,4.5,4.42,4.92,4.33,5.0,0.39,4.25
20463668,28,0,0,2019-03-23,2020-03-07,4.93,4.93,4.93,5.0,5.0,4.93,0.51,4.89
20469824,139,29,0,2018-03-14,2023-07-28,4.89,4.96,4.82,4.96,4.97,4.81,2.07,4.87
20483028,0,0,0,,,,,,,,,,
20500529,16,0,0,2017-12-31,2018-05-23,4.75,4.75,4.63,4.94,5.0,4.81,0.23,4.75
20503212,7,1,0,2019-01-11,2023-07-01,5.0,5.0,4.86,4.86,5.0,5.0,0.12,4.86
20535352,61,1,0,2017-09-24,2023-08-05,4.9,4.93,4.9,4.95,4.92,4.85,0.84,4.89
20538744,553,81,2,2017-10-08,2023-08-20,4.95,4.95,4.98,4.95,4.97,4.95,7.66,4.86
20604877,192,1,0,2017-09-26,2023-07-31,4.95,4.96,4.91,4.96,4.95,4.8,2.64,4.9
20605356,1,0,0,2017-09-20,2017-09-20,5.0,5.0,5.0,5.0,5.0,5.0,0.01,5.0
20607002,70,2,0,2017-09-12,2023-05-23,4.8,4.97,4.74,4.97,4.91,4.97,0.96,4.66
20617856,276,55,3,2017-10-09,2023-08-25,4.94,4.98,4.98,4.99,4.98,4.94,3.82,4.89
20624816,0,0,0,,,,,,,,,,
20631517,13,0,0,2017-09-04,2017-10-22,4.92,4.85,5.0,4.92,5.0,4.69,0.18,4.92
20648805,23,2,0,2017-10-15,2023-01-23,4.96,4.9,4.8,4.9,5.0,4.9,0.32,4.9
20651859,73,0,0,2017-10-15,2018-08-13,4.96,4.95,4.88,4.97,4.96,4.9,1.01,4.78
20652766,0,0,0,,,,,,,,,,
20653842,13,1,0,2017-09-24,2022-10-10,5.0,4.85,5.0,5.0,5.0,4.69,0.18,4.77
20675654,15,6,0,2017-09-11,2023-01-17,4.4,4.13,4.47,4.4,4.4,4.47,0.21,4.53
20676811,38,0,0,2017-09-03,2022-07-06,4.77,4.94,4.66,5.0,4.63,4.83,0.52,4.83
20685727,30,14,2,2017-09-22,2023-08-27,4.57,4.67,4.57,4.57,4.67,4.67,0.41,4.67
20722572,2,0,0,2018-10-27,2019-12-16,5.0,5.0,5.0,5.0,5.0,5.0,0.03,4.5
20743970,6,0,0,2017-09-24,2017-11-08,5.0,5.0,5.0,5.0,4.83,4.83,0.08,5.0
20769447,234,50,3,2017-11-12,2023-08-24,4.94,4.95,4.94,4.99,4.99,4.98,3.29,4.92
20772004,37,6,0,2017-09-24,2023-07-30,4.27,4.49,3.86,4.89,4.7,4.62,0.51,4.3
20773444,193,45,5,2017-09-26,2023-09-03,4.7,4.82,4.83,4.85,4.77,4.95,2.66,4.76
20779267,116,24,5,2017-09-11,2023-09-10,4.75,4.78,4.8,4.92,4.76,4.93,1.59,4.73
20779465,95,30,1,2017-09-25,2023-08-21,4.79,4.82,4.83,4.95,4.95,4.33,1.31,4.84
20780000,4,0,0,2017-10-17,2017-12-29,5.0,5.0,5.0,5.0,5.0,5.0,0.06,5.0
20808151,5,0,0,2019-03-30,2022-05-20,5.0,5.0,5.0,5.0,5.0,5.0,0.09,5.0
20842495,4,0,0,2017-09-13,2017-09-28,4.75,4.75,4.25,5.0,5.0,5.0,0.05,4.75
20842924,294,0,0,2017-09-14,2021-08-22,4.78,4.88,4.65,4.91,4.83,4.88,4.03,4.83
20846063,17,3,0,2017-09-13,2023-04-02,4.29,4.47,4.47,4.71,4.82,4.71,0.23,4.35
20849583,102,0,0,2017-10-15,2020-01-26,4.79,4.94,4.7,4.89,4.83,4.99,1.42,4.76
20850080,123,1,0,2017-11-15,2023-02-19,4.67,4.72,4.74,4.67,4.81,4.74,1.73,4.6
20850266,138,2,0,2017-11-13,2023-05-15,4.69,4.83,4.72,4.62,4.79,4.78,1.94,4.59
20850507,71,0,0,2017-11-15,2022-06-05,4.56,4.76,4.69,4.35,4.72,4.83,1.0,4.61
20850591,118,0,0,2017-10-14,2022-05-14,4.5,4.56,4.56,4.63,4.72,4.76,1.64,4.56
20850883,53,19,4,2017-10-15,2023-09-03,5.0,5.0,5.0,5.0,5.0,4.92,0.74,4.89
20893833,0,0,0,,,,,,,,,,
20894617,0,0,0,,,,,,,,,,
20895152,1,0,0,2021-06-27,2021-06-27,3.0,1.0,5.0,1.0,2.0,5.0,0.04,4.0
20900080,5,0,0,2017-09-13,2018-05-09,5.0,5.0,5.0,5.0,5.0,5.0,0.07,4.8
20945085,5,0,0,2017-09-27,2018-10-09,4.8,4.6,4.8,4.8,4.8,4.8,0.07,4.8
20947453,8,0,0,2017-10-16,2018-03-16,4.5,4.25,4.25,4.75,4.63,4.88,0.11,4.38
20957404,21,1,0,2017-11-04,2023-02-28,4.75,4.65,4.85,4.45,4.65,4.95,0.29,4.55
20968665,337,75,3,2017-10-16,2023-08-27,4.96,4.98,4.95,4.97,5.0,4.96,4.68,4.87
20969903,199,0,0,2018-04-08,2022-08-10,4.87,4.88,4.85,4.91,4.98,4.97,3.01,4.85
20983563,72,17,1,2018-09-03,2023-09-04,5.0,4.97,4.93,4.97,4.97,4.83,1.18,4.94
20995225,109,25,0,2017-10-08,2023-08-13,4.97,4.99,4.96,4.97,4.97,4.96,1.51,4.91
21012348,111,34,1,2017-10-15,2023-08-21,4.61,4.81,4.79,4.94,4.82,4.95,1.54,4.77
21038479,82,2,0,2017-10-08,2023-02-18,4.54,4.66,4.57,4.83,4.67,4.56,1.14,4.76
21043913,107,44,5,2017-10-27,2023-08-28,4.55,4.64,4.56,4.6,4.55,4.55,1.49,4.62
21044104,47,32,0,2017-10-08,2023-08-07,4.49,4.6,4.28,4.68,4.53,4.49,0.65,4.57
21062208,72,30,3,2017-10-03,2023-08-20,4.75,4.76,4.57,4.82,4.85,4.81,0.99,4.78
21103562,95,34,1,2018-02-26,2023-08-25,4.92,4.94,4.92,4.96,5.0,4.97,1.41,4.79
21106596,262,48,2,2017-10-23,2023-08-23,4.86,4.93,4.84,4.96,4.99,4.87,3.65,4.84
21120222,3,0,0,2017-10-13,2017-10-29,5.0,5.0,4.67,5.0,5.0,5.0,0.04,5.0
21122879,303,47,8,2018-07-21,2023-09-06,4.99,4.99,4.99,4.99,5.0,4.96,4.83,4.97
21134013,311,56,4,2017-10-14,2023-09-12,4.8,4.87,4.65,4.96,4.96,4.87,4.32,4.77
21141774,6,0,0,2017-09-30,2018-01-01,4.8,4.8,4.6,5.0,5.0,4.8,0.08,4.8
21160435,61,6,1,2017-10-05,2023-09-11,4.8,4.75,4.93,4.8,4.89,4.77,0.84,4.84
21161218,0,0,0,,,,,,,,,,
21177503,27,0,0,2017-11-03,2022-05-18,4.63,4.59,4.63,4.93,4.85,4.85,0.38,4.67
21181175,160,11,0,2017-12-10,2023-08-07,4.66,4.77,4.54,4.92,4.79,4.82,2.28,4.67
21185273,54,2,0,2017-11-15,2022-12-17,4.56,4.67,4.83,4.88,4.94,4.98,0.76,4.77
21201876,89,33,1,2019-11-10,2023-08-29,4.94,4.97,4.96,4.94,4.96,4.82,1.9,4.93
21265927,16,0,0,2017-11-16,2018-05-11,4.94,5.0,5.0,5.0,5.0,5.0,0.23,5.0
21282511,34,7,0,2018-01-13,2023-05-21,4.74,4.76,4.38,4.79,4.85,5.0,0.49,4.59
21282988,188,41,0,2017-11-16,2023-07-28,4.85,4.91,4.65,4.98,4.97,4.75,2.65,4.74
21288872,0,0,0,,,,,,,,,,
21292577,96,57,4,2017-10-18,2023-09-10,4.61,4.75,4.57,4.74,4.78,4.58,1.34,4.66
21305912,232,31,0,2017-10-14,2023-07-22,4.96,4.97,4.97,5.0,5.0,4.99,3.22,4.93
21307831,0,0,0,,,,,,,,,,
21308895,34,3,0,2017-10-21,2023-03-28,4.65,4.85,4.62,4.76,4.85,4.41,0.47,4.59
21325478,111,1,0,2017-11-16,2023-08-12,4.63,4.85,4.61,4.94,4.98,4.61,1.56,4.72
21326028,288,58,3,2017-10-22,2023-09-07,4.65,4.75,4.62,4.92,4.9,4.61,4.01,4.64
21354341,66,0,0,2017-10-21,2019-03-24,4.89,4.92,4.89,4.92,4.91,4.94,0.92,4.82
21366569,0,0,0,,,,,,,,,,
21368941,275,19,3,2017-11-15,2023-09-05,4.99,4.99,4.98,4.97,4.99,4.84,3.88,4.96
21383659,18,5,1,2017-10-22,2023-08-17,4.28,4.33,4.28,4.44,4.33,4.44,0.25,4.44
21383867,81,13,0,2017-10-21,2023-03-01,4.47,4.73,4.49,4.69,4.62,4.54,1.13,4.72
21383885,7,0,0,2017-11-19,2018-01-02,5.0,5.0,5.0,5.0,5.0,5.0,0.1,5.0
21384208,51,19,0,2017-10-21,2023-06-19,4.49,4.53,4.37,4.76,4.63,4.61,0.71,4.55
21392155,174,1,0,2017-11-11,2022-10-04,4.91,4.94,4.86,4.97,4.97,4.98,2.45,4.78
21398898,36,5,0,2017-10-21,2023-05-12,4.5,4.67,4.53,4.89,4.75,4.69,0.5,4.75
21414621,8,0,0,2018-02-04,2022-06-13,4.0,4.0,4.0,4.38,4.0,4.0,0.12,4.0
21414624,43,16,0,2017-10-21,2023-07-29,4.56,4.53,4.35,4.79,4.72,4.49,0.6,4.6
21422900,106,3,0,2017-10-31,2023-06-11,4.87,4.89,4.82,4.92,4.89,4.95,1.48,4.91
21427161,0,0,0,,,,,,,,,,
21436504,2,0,0,2018-01-06,2018-03-18,5.0,5.0,5.0,5.0,5.0,5.0,0.03,5.0
21436977,212,37,1,2017-12-16,2023-09-01,4.97,4.99,4.98,5.0,4.99,4.93,3.03,4.94
21437643,273,45,0,2017-11-11,2023-08-08,4.42,4.66,4.44,4.86,4.82,4.34,3.84,4.45
21456367,301,52,3,2017-10-26,2023-09-06,4.84,4.92,4.93,4.89,4.91,4.84,4.2,4.93
21470573,51,1,0,2017-11-05,2023-05-31,4.82,4.92,4.94,4.86,4.94,4.62,0.72,4.84
21473043,192,7,0,2017-12-03,2023-07-29,4.68,4.8,4.78,4.93,4.95,4.98,2.73,4.65
21473050,116,22,3,2017-11-15,2023-09-10,4.72,4.83,4.67,4.94,4.89,4.64,1.63,4.72
21475020,144,7,0,2017-11-04,2022-11-16,4.88,4.91,4.87,4.96,4.92,4.97,2.02,4.83
21491206,5,0,0,2017-12-16,2018-03-29,5.0,5.0,5.0,5.0,5.0,5.0,0.07,5.0
21504736,85,0,0,2018-03-04,2022-06-29,4.86,4.94,4.93,4.95,4.99,4.67,1.26,4.82
21519530,14,0,0,2017-11-05,2018-09-05,4.57,4.71,5.0,4.93,4.86,4.57,0.2,4.71
21519849,20,0,0,2017-11-09,2018-11-12,4.7,4.75,4.95,4.7,4.8,4.8,0.28,4.8
21520487,146,0,0,2017-11-11,2020-03-08,4.86,4.9,4.83,4.99,5.0,4.97,2.05,4.86
21575396,10,6,0,2018-04-07,2023-07-26,5.0,5.0,5.0,5.0,5.0,4.8,0.15,4.8
21578601,118,0,0,2017-11-12,2020-12-15,4.43,4.66,4.66,4.5,4.54,4.87,1.66,4.66
21592968,7,0,0,2018-09-08,2019-07-07,5.0,5.0,5.0,5.0,5.0,5.0,0.11,4.67
21597502,36,0,0,2018-03-11,2019-11-10,4.81,4.83,4.86,4.97,4.97,4.39,0.54,4.81
21642372,72,0,0,2018-08-05,2020-03-15,4.99,4.99,4.97,5.0,5.0,4.99,1.16,4.93
21646731,0,0,0,,,,,,,,,,
21662190,342,38,0,2017-11-10,2023-08-08,4.37,4.56,4.41,4.74,4.8,4.34,4.81,4.37
21663102,107,0,0,2018-05-14,2021-10-31,4.8,4.9,4.82,4.89,4.8,4.98,1.65,4.77
21668724,4,0,0,2018-07-12,2019-03-08,5.0,5.0,5.0,5.0,5.0,5.0,0.06,5.0
21680495,18,0,0,2017-12-08,2018-08-11,4.56,4.78,4.5,4.78,4.89,4.89,0.26,4.72
21681716,281,3,3,2017-11-15,2023-09-12,4.96,4.95,4.97,4.99,4.98,4.66,3.96,4.94
21695571,144,0,0,2017-11-15,2021-08-09,4.94,4.94,4.95,4.99,4.92,4.97,2.03,4.88
21711623,2,0,0,2017-12-17,2017-12-27,5.0,5.0,5.0,5.0,5.0,5.0,0.03,5.0
21717185,91,21,2,2018-03-03,2023-09-02,4.87,4.93,4.89,4.97,5.0,4.69,1.35,4.82
21729336,95,0,0,2017-12-15,2022-07-17,4.77,4.93,4.89,4.91,4.84,4.89,1.36,4.74
21730002,314,67,2,2017-12-18,2023-09-05,4.89,4.95,4.92,4.95,4.94,4.88,4.49,4.89
21737338,40,40,5,2023-03-25,2023-09-11,4.75,4.88,4.85,4.78,4.93,4.5,6.94,4.68
21748348,2,0,0,2017-11-17,2018-08-17,5.0,5.0,5.0,5.0,5.0,5.0,0.03,5.0
21753674,75,6,1,2018-02-27,2023-08-27,4.93,4.97,4.87,4.95,4.97,4.85,1.11,5.0
21756049,1,0,0,2017-11-20,2017-11-20,0.0,,,,,,0.01,
21784912,0,0,0,,,,,,,,,,
21788048,172,38,4,2018-01-01,2023-08-31,4.91,4.96,4.85,4.97,4.98,4.98,2.48,4.84
21793152,434,73,4,2017-11-24,2023-09-04,4.88,4.94,4.89,4.97,4.97,4.82,6.14,4.87
21821898,405,19,4,2018-01-10,2023-08-27,4.91,4.91,4.94,4.98,4.98,4.53,5.86,4.89
21822257,21,9,1,2018-03-16,2023-08-25,4.19,4.48,4.33,4.71,4.62,4.52,0.31,4.33
21869442,9,0,0,2018-02-19,2022-01-01,4.78,4.78,4.44,5.0,4.89,5.0,0.13,4.78
21879862,29,22,0,2022-04-18,2023-07-23,4.79,4.79,4.66,4.93,4.86,4.24,1.69,4.79
21885282,154,61,7,2017-12-31,2023-08-28,4.59,4.79,4.54,4.9,4.86,4.54,2.22,4.6
21887183,227,39,1,2018-01-15,2023-09-12,4.85,4.87,4.9,4.93,4.96,4.89,3.29,4.85
21891422,9,0,0,2017-11-26,2018-01-11,4.89,5.0,5.0,5.0,5.0,4.44,0.13,4.78
21899068,231,15,0,2017-12-08,2023-05-10,4.87,4.9,4.94,4.96,4.94,4.87,3.29,4.85
21907535,0,0,0,,,,,,,,,,
21922313,0,0,0,,,,,,,,,,
21926539,40,0,0,2017-12-18,2019-01-06,4.53,4.66,4.61,4.89,4.97,4.13,0.57,4.58
21945058,7,0,0,2017-12-23,2018-01-14,4.86,5.0,4.86,5.0,5.0,4.71,0.1,5.0
21945253,0,0,0,,,,,,,,,,
21962401,361,65,0,2017-12-10,2023-08-10,4.48,4.66,4.45,4.79,4.75,4.59,5.15,4.53
21976567,196,23,0,2018-06-24,2023-08-13,4.81,4.88,4.73,4.95,4.94,4.81,3.08,4.69
21994848,220,59,0,2018-01-02,2023-07-31,4.81,4.82,4.81,4.91,4.95,4.85,3.17,4.77
21998156,34,0,0,2017-12-03,2019-05-28,4.91,4.88,4.74,4.85,4.85,4.85,0.48,4.79
22012269,194,41,1,2017-12-27,2023-08-25,4.72,4.81,4.8,4.9,4.95,4.9,2.79,4.78
22025910,0,0,0,,,,,,,,,,
22048871,202,57,6,2017-12-18,2023-09-11,4.83,4.95,4.75,4.98,4.94,4.86,2.89,4.87
22062712,61,2,0,2018-01-02,2022-11-10,4.93,4.93,4.97,4.97,4.98,4.92,0.88,4.84
22075568,15,1,0,2017-12-20,2023-04-24,4.6,4.8,4.4,4.93,4.93,4.8,0.21,4.53
22076921,227,38,0,2018-02-16,2023-06-19,4.53,4.7,4.6,4.9,4.79,4.7,3.34,4.59
22077168,325,69,6,2018-01-28,2023-09-07,4.64,4.75,4.66,4.9,4.74,4.78,4.74,4.66
22084822,42,0,0,2018-01-14,2020-01-05,4.54,4.83,4.39,4.95,4.95,4.9,0.61,4.73
22115415,335,70,6,2018-01-06,2023-09-10,4.92,4.95,4.95,4.99,4.95,4.94,4.84,4.9
22139377,55,0,0,2018-03-19,2020-08-15,4.96,4.98,4.85,5.0,5.0,4.83,0.82,4.83
22162839,1,0,0,2017-12-19,2017-12-19,3.0,3.0,3.0,5.0,5.0,5.0,0.01,4.0
22187642,46,7,1,2018-01-11,2023-08-31,4.96,4.98,5.0,5.0,4.98,4.5,0.67,4.87
22193388,30,0,0,2018-02-17,2019-05-30,4.55,4.93,4.76,4.83,4.79,4.72,0.44,4.9
22202025,0,0,0,,,,,,,,,,
22229408,20,0,0,2018-01-11,2021-06-30,4.85,4.65,4.9,4.95,4.85,4.75,0.29,4.75
22244228,34,1,0,2018-03-08,2023-06-20,4.71,4.79,4.68,4.88,4.91,4.76,0.51,4.76
22265652,2,0,0,2017-12-30,2018-01-01,4.5,4.5,4.0,5.0,5.0,4.5,0.03,4.0
22265966,293,48,0,2018-01-02,2023-07-29,4.82,4.81,4.87,4.92,4.95,4.86,4.22,4.76
22266299,255,50,1,2018-01-02,2023-09-02,4.74,4.81,4.83,4.92,4.97,4.87,3.68,4.8
22268306,1,0,0,2018-01-15,2018-01-15,4.0,5.0,5.0,3.0,4.0,4.0,0.01,5.0
