listing_id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,reviews_per_month,review_scores_value
153545,39,1,0,2011-09-15,2023-07-01,4.65,4.74,4.51,4.91,4.85,4.6,0.27,4.63
155859,130,0,0,2011-07-25,2019-10-28,4.87,4.84,4.81,4.92,4.96,4.71,0.88,4.87
164069,201,3,0,2011-07-12,2023-03-19,4.85,4.88,4.88,4.92,4.87,4.46,1.36,4.71
174808,74,24,0,2016-04-11,2023-06-30,4.95,4.86,4.96,4.95,4.99,4.7,0.82,4.93
175608,189,3,0,2011-10-06,2023-07-08,4.29,4.5,4.44,4.7,4.56,4.69,1.3,4.48
178395,0,0,0,,,,,,,,,,
196429,7,0,0,2013-04-23,2022-04-01,4.2,4.4,4.2,5.0,5.0,4.6,0.06,4.2
198685,155,2,0,2011-09-03,2023-07-02,4.72,4.79,4.53,4.78,4.82,4.46,1.06,4.68
201116,222,2,1,2011-09-16,2023-08-20,4.49,4.58,4.4,4.75,4.81,4.84,1.52,4.55
204741,117,1,0,2011-09-16,2023-02-28,4.6,4.7,4.66,4.68,4.66,3.74,0.8,4.62
223203,15,4,0,2011-10-24,2023-07-12,4.79,4.64,4.64,4.86,4.93,4.93,0.1,4.71
223922,200,34,2,2011-09-25,2023-08-29,4.74,4.73,4.74,4.94,4.89,4.76,1.37,4.72
251611,1,0,0,2019-03-10,2019-03-10,5.0,5.0,4.0,5.0,5.0,5.0,0.02,5.0
251615,6,0,0,2018-06-30,2022-08-19,4.83,5.0,4.83,5.0,5.0,4.83,0.09,4.67
251619,9,1,0,2013-03-30,2023-04-03,4.67,4.89,4.67,5.0,5.0,4.78,0.07,4.67
262629,40,1,0,2011-11-11,2022-10-20,4.87,4.74,4.69,4.95,5.0,4.56,0.28,4.79
290001,167,20,0,2012-03-17,2023-08-05,4.85,4.88,4.85,4.99,4.98,4.9,1.19,4.82
296196,75,15,2,2012-02-22,2023-08-20,4.88,4.9,4.79,4.97,4.97,4.97,0.53,4.93
299030,34,8,0,2012-05-09,2023-06-25,4.87,4.97,4.85,4.97,4.97,4.79,0.25,4.85
303723,173,0,0,2015-02-13,2020-03-12,4.78,4.89,4.81,4.96,4.98,4.95,1.66,4.76
306465,19,4,0,2012-03-14,2023-03-29,4.56,4.58,4.74,4.58,4.68,4.95,0.14,4.47
313405,28,14,0,2012-04-22,2023-07-09,4.85,4.89,4.86,4.96,4.96,4.81,0.2,4.85
322610,0,0,0,,,,,,,,,,
322611,1,0,0,2019-09-20,2019-09-20,0.0,,,,,,0.02,
339208,155,18,1,2012-03-07,2023-09-02,4.75,4.78,4.65,4.92,4.94,4.2,1.11,4.8
355527,155,6,0,2012-03-01,2023-08-02,4.79,4.81,4.85,4.89,4.81,4.91,1.1,4.7
382111,269,9,0,2012-04-07,2023-06-25,4.79,4.88,4.9,4.97,4.98,4.95,1.93,4.75
409582,586,35,2,2012-04-12,2023-09-05,4.88,4.89,4.81,4.99,4.99,4.96,4.21,4.83
437005,105,0,0,2012-05-01,2021-09-23,4.85,4.87,4.89,4.89,4.92,4.21,0.76,4.78
453159,384,52,0,2012-07-09,2023-08-12,4.91,4.93,4.95,4.93,4.95,4.81,2.82,4.88
453315,932,56,5,2012-05-14,2023-09-04,4.88,4.94,4.92,4.97,4.95,4.8,6.75,4.86
501809,35,3,0,2013-08-01,2023-07-29,4.86,4.91,4.71,4.97,5.0,4.8,0.28,4.8
525672,255,2,1,2012-07-13,2023-09-05,4.86,4.9,4.92,4.91,4.87,4.67,1.88,4.82
542144,31,1,0,2013-11-10,2023-04-03,4.9,4.97,4.8,4.93,5.0,4.97,0.26,4.8
556729,136,0,0,2012-08-13,2022-02-28,4.48,4.67,4.45,4.75,4.63,4.53,1.01,4.57
560341,22,0,0,2012-09-03,2014-10-30,4.72,4.7,4.42,5.0,4.85,4.25,0.16,4.5
561697,342,18,2,2012-07-28,2023-09-12,4.78,4.81,4.85,4.93,4.9,4.62,2.52,4.78
563607,124,56,4,2016-07-03,2023-09-08,4.75,4.84,4.69,4.9,4.93,4.94,1.41,4.71
610655,155,0,0,2012-09-05,2019-04-18,4.59,4.65,4.74,4.8,4.88,4.07,1.15,4.58
626868,110,4,1,2012-11-12,2023-08-26,4.63,4.66,4.72,4.94,4.79,4.74,0.83,4.63
638604,7,1,0,2014-05-19,2022-11-30,3.29,3.43,2.71,4.14,3.57,4.71,0.06,3.14
654835,14,0,0,2013-04-22,2022-05-14,4.62,4.43,4.29,4.71,4.93,4.93,0.11,4.36
660514,6,0,0,2018-08-25,2021-09-06,4.2,4.2,4.6,4.2,4.2,4.6,0.1,4.2
660537,0,0,0,,,,,,,,,,
688914,8,2,1,2019-06-17,2023-08-19,5.0,4.88,4.75,4.88,5.0,4.38,0.15,5.0
713529,640,35,2,2013-01-17,2023-09-04,4.31,4.54,4.3,4.85,4.81,4.14,4.93,4.29
723716,34,18,2,2015-07-05,2023-09-09,4.59,4.79,4.73,4.91,4.88,4.82,0.34,4.76
748316,731,35,1,2012-11-13,2023-09-04,4.87,4.93,4.91,4.94,4.94,4.74,5.54,4.85
763569,20,2,1,2013-07-24,2023-08-29,4.68,4.63,4.26,4.84,4.74,4.89,0.16,4.42
792578,93,0,0,2013-03-14,2019-04-21,4.42,4.76,4.28,4.8,4.8,4.06,0.73,4.43
794213,285,17,1,2012-11-25,2023-08-20,4.59,4.7,4.7,4.86,4.77,4.8,2.17,4.54
800076,228,22,0,2013-03-10,2023-08-07,4.8,4.81,4.94,4.89,4.9,4.9,1.78,4.68
801699,24,0,0,2013-06-30,2016-02-14,4.91,4.73,4.95,5.0,5.0,4.91,0.19,4.5
808830,408,29,0,2013-01-20,2023-07-14,4.9,4.94,4.96,4.97,4.97,4.93,3.15,4.88
815855,166,6,1,2013-04-13,2023-08-20,4.21,4.49,4.43,4.76,4.63,4.64,1.31,4.43
828497,109,17,3,2013-04-16,2023-08-28,4.89,4.92,4.79,4.95,4.96,4.92,0.86,4.84
841260,15,1,0,2013-06-10,2023-07-31,4.47,4.4,4.0,4.87,4.87,4.6,0.12,4.33
842418,68,0,0,2013-01-12,2022-06-28,4.78,4.85,4.69,4.5,4.66,4.95,0.52,4.67
860336,517,54,2,2013-02-22,2023-08-23,4.73,4.81,4.85,4.88,4.87,4.94,4.02,4.69
860776,19,1,0,2016-12-19,2023-08-03,4.53,4.53,4.29,4.94,4.76,5.0,0.23,4.47
861775,23,1,0,2015-03-23,2023-03-03,4.83,4.83,4.83,4.86,4.78,4.09,0.22,4.68
871825,18,0,0,2014-06-10,2021-06-28,4.83,4.83,4.78,5.0,5.0,4.94,0.16,4.94
873182,48,5,0,2016-09-24,2023-04-02,4.62,4.85,4.87,4.87,4.96,4.74,0.57,4.68
883653,36,2,0,2013-04-01,2023-06-28,4.91,4.94,4.91,4.88,4.97,4.91,0.28,4.67
886283,55,1,0,2013-01-23,2022-12-18,4.63,4.8,4.85,4.87,4.84,4.78,0.42,4.64
887461,17,1,0,2015-07-02,2023-03-31,4.47,4.41,4.06,4.76,4.76,4.88,0.17,4.24
888029,17,3,1,2013-08-31,2023-09-03,4.53,4.33,3.87,5.0,5.0,4.93,0.14,4.4
889302,126,5,0,2013-01-23,2023-02-21,4.74,4.84,4.48,4.76,4.86,4.9,0.97,4.72
892183,234,24,1,2015-01-05,2023-08-27,4.62,4.58,4.7,4.83,4.78,4.83,2.21,4.55
893529,1,0,0,2013-06-15,2013-06-15,0.0,,,,,,0.01,
898543,168,2,0,2014-09-13,2023-03-23,4.91,4.94,4.94,4.97,4.96,4.95,1.53,4.78
898544,128,1,0,2014-03-11,2022-09-16,4.91,4.95,4.95,4.98,4.97,4.95,1.11,4.83
902573,23,0,0,2013-06-01,2016-11-16,4.74,4.59,4.55,4.73,4.77,4.68,0.18,4.59
925318,13,0,0,2013-03-27,2022-08-08,4.75,4.5,4.63,4.88,4.75,4.38,0.1,4.5
945426,439,61,5,2013-04-01,2023-08-30,4.95,4.96,4.94,4.97,4.98,4.97,3.45,4.94
973608,4,0,0,2015-09-01,2016-05-12,2.67,3.33,1.33,4.33,4.33,3.67,0.04,3.0
997859,94,1,0,2013-04-12,2023-02-01,4.83,4.84,4.88,4.91,4.97,4.95,0.74,4.7
1003792,56,0,0,2016-03-08,2021-10-02,4.44,4.36,4.68,4.74,4.9,4.86,0.61,4.52
1026034,454,65,6,2013-05-20,2023-09-11,4.94,4.93,4.94,4.97,4.99,4.98,3.61,4.82
1048410,50,0,0,2015-04-13,2017-07-16,4.74,4.76,4.83,4.94,4.98,4.67,0.49,4.85
1083336,324,0,0,2013-07-16,2022-08-08,4.84,4.88,4.8,4.93,4.92,4.45,2.62,4.77
1092713,437,36,0,2013-05-20,2023-08-13,4.58,4.72,4.65,4.86,4.87,4.94,3.48,4.55
1106738,0,0,0,,,,,,,,,,
1112617,189,4,1,2015-05-25,2023-08-22,4.81,4.92,4.82,4.93,4.92,4.93,1.87,4.78
1126839,61,0,0,2013-05-23,2021-04-19,4.93,4.93,4.91,4.98,4.93,4.96,0.49,4.86
1159439,475,74,0,2013-06-01,2023-07-30,4.9,4.94,4.95,4.96,4.94,4.74,3.79,4.87
1177438,270,15,0,2013-06-28,2023-07-11,4.75,4.7,4.68,4.9,4.92,4.8,2.17,4.71
1185566,18,1,0,2013-07-13,2023-08-05,4.76,4.76,4.65,5.0,4.88,4.69,0.15,4.69
1205516,388,38,2,2013-05-29,2023-08-22,4.47,4.65,4.45,4.84,4.84,4.23,3.1,4.43
1225965,15,0,0,2013-11-22,2019-10-27,4.43,4.62,4.15,4.69,4.92,4.62,0.13,4.54
1245292,354,6,0,2014-09-06,2023-07-23,4.91,4.94,4.89,4.97,4.98,4.95,3.22,4.87
1280092,139,23,0,2018-03-06,2023-05-19,4.76,4.86,4.87,4.98,4.94,4.88,2.07,4.71
1336217,11,11,3,2023-06-22,2023-09-12,5.0,5.0,5.0,5.0,5.0,5.0,3.93,5.0
1407284,30,0,0,2016-05-27,2021-11-30,4.43,4.67,4.43,4.6,4.47,4.5,0.34,4.3
1416138,286,19,0,2013-09-22,2023-02-02,4.78,4.87,4.76,4.84,4.77,4.89,2.35,4.78
1472332,84,6,1,2016-10-10,2023-08-28,4.88,4.82,4.9,4.89,4.88,4.68,1.0,4.8
1484387,16,0,0,2013-09-30,2015-09-17,4.69,4.44,4.81,4.69,4.88,4.13,0.13,4.44
1488282,506,42,3,2013-09-06,2023-08-25,4.75,4.81,4.73,4.88,4.89,4.77,4.15,4.75
1520425,85,35,2,2013-08-24,2023-08-27,4.79,4.88,4.79,4.93,4.89,4.39,0.69,4.73
1537822,191,53,1,2019-04-19,2023-08-29,4.9,4.91,4.84,4.96,4.94,4.8,3.56,4.84
1571112,134,2,0,2013-09-15,2023-04-30,4.94,4.96,4.95,4.96,4.95,4.96,1.1,4.92
1601459,43,0,0,2013-12-09,2016-09-05,4.73,4.86,4.49,4.95,4.98,4.47,0.36,4.79
1613892,362,46,4,2013-09-22,2023-09-04,4.77,4.9,4.79,4.95,4.96,4.79,2.98,4.77
1628328,445,44,1,2014-10-27,2023-09-04,4.92,4.95,4.98,4.94,4.98,4.79,4.12,4.88
1641184,75,3,1,2013-10-06,2023-08-31,4.89,4.89,4.81,4.93,4.96,4.91,0.62,4.79
1648624,8,0,0,2014-05-20,2017-07-15,4.17,4.17,3.83,4.83,5.0,4.83,0.07,4.5
1667080,273,25,1,2013-11-04,2023-08-19,4.92,4.96,4.93,4.98,4.97,4.78,2.27,4.86
1688139,22,1,0,2014-03-01,2023-05-25,4.3,4.67,4.19,4.57,4.52,4.95,0.19,4.71
1750913,11,11,1,2023-05-11,2023-08-14,5.0,4.91,4.91,4.91,5.0,4.91,2.62,4.91
1761677,138,48,2,2013-12-22,2023-08-20,4.94,4.96,4.96,4.97,4.94,4.91,1.17,4.81
1778080,66,0,0,2013-11-03,2018-09-29,4.46,4.86,4.63,4.36,4.58,4.88,0.55,4.65
1789722,440,46,2,2013-10-20,2023-08-25,4.9,4.93,4.94,4.95,4.96,4.84,3.65,4.87
1806338,91,11,4,2014-03-28,2023-09-07,4.87,4.88,4.76,4.98,4.96,4.89,0.79,4.83
1813962,23,0,0,2013-12-08,2016-10-30,4.73,4.83,5.0,4.74,4.87,4.91,0.19,4.95
1821276,141,0,0,2013-12-02,2021-01-09,4.76,4.86,4.76,4.9,4.86,4.52,1.18,4.79
1824864,138,45,3,2013-11-20,2023-09-04,4.92,4.92,4.95,4.96,4.97,4.82,1.15,4.84
1825234,12,0,0,2014-01-07,2015-04-07,4.73,4.91,4.64,4.64,4.82,5.0,0.1,4.82
1838623,13,0,0,2018-04-24,2022-08-14,4.92,4.85,4.85,5.0,5.0,4.85,0.2,4.92
1841397,18,0,0,2014-08-12,2022-05-07,4.78,4.67,4.61,4.78,4.78,4.56,0.16,4.89
1860120,188,23,1,2016-08-07,2023-08-20,4.9,4.93,4.96,4.95,4.91,4.77,2.17,4.82
1864715,16,1,0,2014-03-15,2022-10-03,4.88,4.75,5.0,4.88,4.44,5.0,0.14,4.63
1865861,18,4,0,2016-01-02,2023-07-22,4.93,4.93,4.87,5.0,5.0,5.0,0.19,4.93
1867513,26,0,0,2014-02-18,2020-01-05,4.76,4.72,4.72,4.96,4.48,5.0,0.22,4.72
1901631,195,13,0,2014-03-21,2023-08-12,4.91,4.86,4.95,4.98,4.97,4.86,1.69,4.82
1936134,254,24,3,2014-08-09,2023-09-01,4.94,4.96,4.96,4.98,4.99,4.95,2.29,4.9
1978626,155,17,3,2015-08-31,2023-09-04,4.93,4.97,4.93,4.99,4.99,4.84,1.58,4.93
1997483,26,0,0,2016-03-30,2022-01-17,4.85,4.88,4.96,5.0,5.0,4.96,0.29,4.85
2060129,25,0,0,2015-10-08,2022-06-18,4.88,5.0,4.76,5.0,4.96,5.0,0.26,4.84
2089771,35,0,0,2014-01-17,2022-01-02,4.18,4.33,4.09,4.09,4.45,4.91,0.3,4.3
2097166,110,14,0,2014-03-09,2023-06-24,4.79,4.91,4.9,4.9,4.91,4.78,0.95,4.78
2098615,160,29,0,2014-02-17,2023-08-03,4.81,4.79,4.71,4.95,4.94,4.86,1.37,4.76
2111965,24,9,0,2014-10-31,2023-08-07,4.79,4.71,4.54,4.92,5.0,4.67,0.22,4.75
2115421,9,0,0,2021-08-28,2022-01-23,4.67,4.44,4.56,4.67,4.78,5.0,0.36,4.67
2137730,9,0,0,2017-09-30,2020-04-13,4.78,5.0,4.22,5.0,5.0,4.89,0.12,4.78
2141766,416,46,2,2014-01-13,2023-08-21,4.7,4.78,4.79,4.92,4.96,4.57,3.53,4.69
2187594,158,20,1,2014-06-01,2023-08-14,4.98,4.98,4.99,4.99,5.0,4.75,1.4,4.97
2198232,232,27,2,2014-03-24,2023-08-27,4.79,4.91,4.75,4.93,4.83,4.51,2.01,4.81
2241084,97,0,0,2016-07-18,2022-03-29,4.9,4.95,4.91,4.98,4.94,4.95,1.11,4.83
2241400,73,9,0,2014-01-30,2023-07-26,4.87,4.92,4.93,4.9,4.99,4.83,0.62,4.79
2257433,61,3,1,2014-05-05,2023-08-24,4.61,4.52,4.75,4.78,4.52,4.8,0.54,4.53
2259215,167,3,0,2014-07-06,2023-08-07,4.41,4.44,4.56,4.65,4.44,4.55,1.49,4.45
2263350,93,0,0,2014-05-05,2022-05-20,4.65,4.8,4.75,4.76,4.71,4.9,0.82,4.64
2277705,355,43,2,2014-02-19,2023-08-18,4.87,4.95,4.9,4.96,4.95,4.91,3.05,4.83
2285431,7,2,0,2017-04-07,2023-08-02,4.83,4.83,4.83,5.0,4.83,4.67,0.09,4.67
2304761,12,2,1,2016-08-30,2023-08-15,4.73,4.73,4.3,4.91,4.73,5.0,0.14,4.55
2308761,129,0,0,2014-04-26,2020-02-29,4.72,4.88,4.88,4.95,4.9,4.92,1.13,4.7
2318183,42,1,1,2014-08-18,2023-08-27,4.88,4.88,4.9,4.88,4.95,4.71,0.38,4.78
2343987,456,57,2,2014-02-24,2023-08-25,4.76,4.87,4.66,4.84,4.82,4.9,3.92,4.8
2346018,410,0,0,2014-03-29,2022-06-08,4.57,4.76,4.6,4.83,4.85,4.89,3.56,4.57
2361802,356,38,3,2014-03-06,2023-09-03,4.89,4.94,4.9,4.97,4.96,4.97,3.07,4.85
2365726,121,31,0,2014-04-01,2023-06-01,4.88,4.9,4.88,4.9,4.93,4.6,1.05,4.81
2371799,14,0,0,2014-03-07,2017-02-17,4.79,4.57,4.85,4.71,4.64,4.93,0.12,4.71
2466942,55,1,0,2014-05-11,2022-10-08,4.94,4.87,4.91,4.93,5.0,4.87,0.48,4.91
2468252,19,0,0,2014-05-26,2020-04-12,4.79,4.89,4.74,4.95,4.84,4.84,0.17,4.63
2476761,70,1,0,2016-04-16,2023-02-28,4.91,4.91,4.9,4.91,4.91,4.96,0.78,4.71
2477325,298,30,1,2014-03-13,2023-08-19,4.49,4.72,4.52,4.9,4.8,4.32,2.57,4.46
2477330,305,29,1,2014-03-07,2023-08-18,4.5,4.63,4.49,4.84,4.81,4.38,2.63,4.45
2479145,2,0,0,2015-12-15,2016-08-06,4.0,4.0,5.0,3.0,5.0,5.0,0.02,5.0
2483191,29,2,0,2014-04-14,2023-07-29,4.79,4.72,4.66,4.93,4.93,4.38,0.25,4.76
2501387,5,0,0,2014-10-20,2015-08-14,4.4,4.8,4.8,4.6,4.8,4.8,0.05,4.6
2501531,10,4,0,2016-06-26,2023-06-23,5.0,5.0,5.0,5.0,5.0,5.0,0.11,4.8
2516656,177,5,0,2014-03-31,2023-06-24,4.94,4.93,4.87,4.99,4.97,4.95,1.54,4.78
2523708,150,5,0,2014-04-07,2023-07-28,4.66,4.77,4.59,4.8,4.77,4.64,1.31,4.67
2538828,145,24,0,2014-06-02,2023-08-04,4.86,4.86,4.85,4.97,4.97,4.9,1.28,4.83
2543133,37,14,0,2021-10-02,2023-08-09,4.62,4.59,4.78,4.76,4.78,4.54,1.56,4.57
2547672,24,6,1,2014-08-16,2023-08-27,4.88,5.0,4.52,4.96,5.0,4.67,0.22,4.92
2551952,163,32,1,2014-03-31,2023-09-04,4.98,4.98,4.96,4.99,4.99,4.94,1.42,4.94
2604498,11,0,0,2014-06-08,2021-08-24,4.0,4.1,3.5,4.6,4.8,4.6,0.1,4.0
2657916,32,4,1,2014-11-20,2023-08-21,4.61,4.65,4.16,4.74,4.71,4.84,0.3,4.61
2685655,65,13,0,2014-04-16,2023-06-15,4.78,4.69,4.65,4.91,5.0,4.89,0.57,4.63
2687310,11,0,0,2014-11-05,2015-04-26,4.9,5.0,4.89,5.0,5.0,4.89,0.1,4.89
2690487,132,19,1,2014-04-30,2023-08-20,4.71,4.81,4.86,4.88,4.81,4.91,1.16,4.63
2694647,393,4,0,2014-08-18,2023-08-02,4.73,4.84,4.77,4.85,4.85,4.98,3.56,4.7
2791050,632,85,6,2014-05-20,2023-09-11,4.93,4.95,4.88,4.96,4.97,4.93,5.57,4.93
2874685,60,13,0,2014-06-10,2023-07-30,4.46,4.59,4.66,4.76,4.71,4.73,0.53,4.51
2889743,15,2,0,2014-06-27,2023-05-29,4.73,4.8,4.67,4.87,4.93,4.6,0.13,4.8
2919216,68,5,1,2014-07-17,2023-08-16,4.65,4.76,4.82,4.82,4.74,4.75,0.61,4.65
2964999,21,4,0,2015-03-13,2023-08-13,4.76,4.76,4.33,4.86,4.9,4.95,0.2,4.62
3011894,13,0,0,2014-10-14,2022-04-18,4.92,4.92,4.83,4.75,4.83,5.0,0.12,4.75
3103276,619,76,7,2014-05-28,2023-09-05,4.89,4.92,4.85,4.95,4.96,4.92,5.47,4.89
3119991,44,0,0,2014-06-27,2019-10-17,4.68,4.84,4.93,4.91,4.89,3.98,0.39,4.5
3136813,280,44,2,2017-02-14,2023-09-04,4.7,4.74,4.69,4.94,4.95,4.97,3.5,4.68
3175218,322,58,1,2015-06-06,2023-08-21,4.95,4.95,4.97,4.98,4.99,4.87,3.2,4.88
3199232,105,64,2,2014-08-06,2023-09-04,4.96,4.99,4.98,5.0,5.0,4.95,0.95,4.94
3201115,354,25,2,2014-06-12,2023-08-27,4.61,4.8,4.63,4.88,4.88,4.5,3.14,4.68
3237702,7,3,1,2014-09-16,2023-08-14,4.57,4.29,4.57,4.71,4.86,4.29,0.06,4.57
3317645,569,46,3,2014-07-28,2023-08-28,4.9,4.92,4.92,4.92,4.94,4.79,5.12,4.85
3385117,10,0,0,2015-04-22,2016-03-01,4.88,4.88,5.0,5.0,5.0,5.0,0.1,4.88
3410285,1,0,0,2021-06-06,2021-06-06,5.0,5.0,5.0,5.0,5.0,5.0,0.04,5.0
3544432,38,9,0,2017-03-09,2023-08-13,4.73,4.81,4.81,4.97,4.86,4.59,0.48,4.57
3601131,152,40,0,2015-04-01,2023-07-23,4.78,4.93,4.59,4.86,4.92,4.8,1.48,4.77
3604624,97,1,0,2015-04-13,2022-10-12,4.55,4.77,4.71,4.84,4.8,4.92,0.95,4.66
3627430,409,55,4,2014-10-17,2023-09-10,4.59,4.76,4.62,4.87,4.83,4.74,3.77,4.64
3633359,364,89,5,2018-11-09,2023-09-03,4.98,4.97,4.94,4.97,5.0,4.78,6.17,4.97
3635540,176,32,1,2015-03-09,2023-08-22,4.91,4.94,4.9,4.96,4.97,4.85,1.7,4.9
3637629,225,32,4,2015-03-30,2023-09-10,4.82,4.91,4.83,4.91,4.88,4.95,2.18,4.84
3645740,22,11,0,2014-08-02,2023-08-07,4.9,4.9,4.9,4.95,4.9,4.9,0.2,4.71
3651862,277,33,3,2016-09-17,2023-08-21,4.85,4.9,4.91,4.82,4.9,4.97,3.25,4.83
3674676,2,2,0,2023-03-30,2023-04-09,5.0,4.5,5.0,5.0,5.0,4.5,0.36,4.5
3698666,2,0,0,2019-05-19,2019-08-03,5.0,5.0,4.5,4.5,5.0,5.0,0.04,5.0
3700395,0,0,0,,,,,,,,,,
3760995,15,1,0,2015-08-31,2022-12-05,4.07,4.27,3.87,4.6,4.53,4.73,0.15,3.93
3761001,13,0,0,2014-11-04,2022-09-01,4.25,4.5,3.83,4.33,4.75,4.5,0.12,4.42
3767679,183,1,0,2014-11-18,2022-09-21,4.7,4.7,4.87,4.88,4.93,4.82,1.7,4.67
3789313,60,0,0,2014-09-09,2020-08-31,4.6,4.63,4.6,4.77,4.71,4.88,0.55,4.61
3806145,104,0,0,2016-02-14,2022-02-21,4.93,4.93,4.83,4.96,4.95,5.0,1.13,4.88
3810218,230,2,0,2017-04-30,2023-06-06,4.9,4.97,4.93,4.93,4.96,4.92,2.96,4.82
3821808,12,8,0,2015-09-06,2023-05-24,4.33,4.5,4.08,4.5,4.75,4.75,0.12,4.25
3821950,21,12,1,2015-07-31,2023-09-02,4.81,4.76,4.67,4.9,4.86,4.86,0.21,4.62
3822015,6,1,0,2015-05-12,2023-05-24,3.17,3.5,3.83,4.5,4.33,4.67,0.06,3.17
3822053,32,11,1,2014-11-21,2023-08-17,4.69,4.75,4.66,4.72,4.81,4.75,0.3,4.59
3822134,6,4,1,2017-06-14,2023-08-31,4.33,4.33,4.5,5.0,4.33,4.67,0.08,4.17
3851703,24,3,0,2014-10-31,2023-05-14,4.92,4.78,4.67,4.87,4.91,4.7,0.22,4.91
3861766,178,13,0,2014-08-28,2023-08-07,4.93,4.93,4.95,4.98,4.94,4.96,1.62,4.88
3897112,91,11,0,2014-10-14,2023-08-01,4.97,4.98,4.99,4.98,4.97,4.71,0.84,4.89
3898306,93,1,0,2014-10-13,2022-10-29,4.72,4.79,4.75,4.79,4.8,4.92,0.86,4.67
3907276,54,4,0,2014-11-06,2023-08-06,4.87,4.81,4.8,4.96,5.0,5.0,0.5,4.81
3912498,24,2,0,2015-03-01,2023-06-18,4.75,4.54,4.63,4.88,4.88,4.58,0.23,4.63
3914048,9,0,0,2014-09-04,2015-03-28,4.71,4.57,4.0,4.86,4.71,4.29,0.08,4.57
3964658,599,4,0,2014-11-09,2022-10-16,4.91,4.95,4.92,4.96,4.96,4.86,5.56,4.9
3996972,38,1,0,2014-11-20,2023-02-07,4.92,4.89,4.97,5.0,5.0,4.95,0.35,4.63
3997598,91,4,0,2014-10-14,2023-05-01,4.79,4.82,4.57,4.98,4.97,5.0,0.84,4.84
