listing_id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,reviews_per_month,review_scores_value
3686,84,2,0,2010-11-01,2023-08-30,4.64,4.73,4.45,4.91,4.84,3.91,0.51,4.64
3943,504,34,3,2009-05-10,2024-06-09,4.85,4.89,4.92,4.94,4.91,4.59,2.74,4.76
4197,61,8,2,2009-05-14,2024-06-09,4.86,4.98,4.88,5.0,4.98,4.97,0.33,4.95
4529,102,0,0,2009-08-08,2019-07-05,4.66,4.8,4.6,4.93,4.93,4.51,0.56,4.83
5589,96,1,0,2009-09-22,2023-08-17,4.5,4.71,4.13,4.82,4.82,4.91,0.53,4.44
6165,23,1,0,2010-05-16,2023-07-03,4.95,4.87,4.87,5.0,4.8,4.53,0.13,4.87
7103,91,0,0,2010-03-21,2022-06-03,4.79,4.77,4.87,4.94,4.9,4.79,0.52,4.81
11785,414,2,1,2010-01-12,2024-06-01,4.59,4.65,4.6,4.86,4.88,4.84,2.35,4.58
12442,118,2,0,2010-03-12,2024-04-06,4.62,4.73,4.7,4.86,4.84,4.82,0.68,4.58
14218,104,0,0,2011-05-01,2023-06-02,4.62,4.74,4.63,4.9,4.87,4.89,0.65,4.67
17131,108,2,0,2010-03-24,2024-04-14,4.65,4.57,4.74,4.77,4.85,4.76,0.62,4.65
27682,11,0,0,2010-05-12,2022-08-13,5.0,4.6,4.8,5.0,5.0,4.2,0.06,4.4
32087,15,0,0,2011-09-25,2023-01-29,4.86,4.85,4.92,5.0,5.0,4.85,0.1,4.85
52092,196,1,0,2010-09-26,2024-02-04,4.36,4.45,4.5,4.71,4.55,4.57,1.17,4.46
62122,138,16,1,2012-08-31,2024-05-28,4.86,4.85,4.63,4.87,4.9,4.94,0.96,4.87
93551,103,1,0,2011-04-19,2023-07-30,4.74,4.77,4.46,4.92,4.94,4.54,0.64,4.58
116951,85,1,0,2011-06-04,2023-08-06,4.68,4.73,4.42,4.86,4.84,4.55,0.53,4.49
153545,40,2,1,2011-09-15,2024-06-01,4.66,4.75,4.53,4.92,4.83,4.61,0.26,4.64
155859,129,0,0,2011-07-25,2019-10-28,4.87,4.84,4.81,4.92,4.96,4.71,0.82,4.87
164069,234,33,10,2011-07-12,2024-06-17,4.87,4.89,4.9,4.93,4.89,4.49,1.48,4.73
174808,86,14,3,2016-04-11,2024-06-08,4.94,4.86,4.95,4.94,4.98,4.69,0.86,4.92
178395,0,0,0,,,,,,,,,,
196429,5,0,0,2014-10-27,2022-04-01,4.2,4.4,4.2,5.0,5.0,4.6,0.04,4.2
198685,157,3,0,2011-09-03,2024-02-27,4.73,4.8,4.53,4.79,4.82,4.47,1.01,4.68
201116,225,4,0,2011-09-16,2024-02-29,4.49,4.58,4.4,4.76,4.81,4.85,1.45,4.55
223203,15,2,0,2011-10-24,2024-05-19,4.8,4.67,4.67,4.87,4.93,4.93,0.1,4.73
223922,207,18,2,2011-09-25,2024-06-10,4.75,4.75,4.75,4.95,4.9,4.77,1.33,4.73
251611,1,0,0,2019-03-10,2019-03-10,5.0,5.0,4.0,5.0,5.0,5.0,0.02,5.0
251615,6,0,0,2018-06-30,2022-08-19,4.83,5.0,4.83,5.0,5.0,4.83,0.08,4.67
251619,9,0,0,2013-03-30,2023-04-03,4.67,4.89,4.67,5.0,5.0,4.78,0.07,4.67
262629,41,1,0,2011-11-11,2024-05-03,4.88,4.74,4.7,4.95,5.0,4.58,0.27,4.8
290001,180,16,2,2012-03-17,2024-06-11,4.86,4.89,4.87,4.99,4.98,4.91,1.21,4.83
296196,89,19,2,2012-02-22,2024-06-10,4.9,4.91,4.83,4.98,4.98,4.95,0.59,4.92
299030,42,9,3,2012-05-09,2024-06-09,4.87,4.95,4.85,4.95,4.95,4.83,0.28,4.85
303723,169,0,0,2015-05-24,2020-03-12,4.78,4.89,4.81,4.96,4.98,4.95,1.53,4.76
306465,19,0,0,2012-03-14,2023-03-29,4.56,4.58,4.74,4.58,4.68,4.95,0.13,4.47
313405,44,17,2,2012-04-22,2024-06-10,4.88,4.91,4.84,4.98,4.95,4.88,0.3,4.88
339208,164,14,2,2012-03-07,2024-06-19,4.74,4.75,4.64,4.92,4.94,4.18,1.1,4.78
355527,151,4,0,2012-03-01,2024-04-15,4.79,4.81,4.86,4.89,4.82,4.91,1.01,4.71
409582,605,27,0,2012-04-12,2024-05-18,4.88,4.89,4.81,4.99,4.99,4.97,4.07,4.83
437005,105,0,0,2012-05-01,2021-09-23,4.85,4.87,4.89,4.89,4.92,4.21,0.71,4.78
446147,0,0,0,,,,,,,,,,
453315,988,69,6,2012-05-14,2024-06-11,4.88,4.94,4.92,4.97,4.95,4.81,6.7,4.85
501809,35,1,0,2013-08-01,2023-07-29,4.86,4.91,4.71,4.97,5.0,4.8,0.26,4.8
525672,267,18,1,2012-07-13,2024-06-02,4.87,4.91,4.92,4.91,4.88,4.67,1.84,4.82
538598,11,3,0,2016-03-26,2024-04-29,4.73,5.0,4.73,5.0,4.91,4.91,0.11,4.91
542144,32,2,1,2013-11-10,2024-06-07,4.91,4.97,4.81,4.94,5.0,4.97,0.25,4.81
561697,351,15,0,2012-07-28,2023-11-27,4.77,4.81,4.85,4.93,4.89,4.62,2.42,4.78
563607,164,51,3,2016-07-03,2024-05-27,4.79,4.85,4.7,4.93,4.95,4.95,1.69,4.73
654835,14,0,0,2013-04-22,2022-05-14,4.62,4.43,4.29,4.71,4.93,4.93,0.1,4.36
660514,5,0,0,2018-08-25,2021-09-06,4.2,4.2,4.6,4.2,4.2,4.6,0.07,4.2
660537,2,2,1,2023-09-25,2024-06-02,5.0,5.0,5.0,5.0,5.0,4.5,0.22,4.5
688914,10,3,0,2019-06-17,2024-02-10,5.0,4.9,4.8,4.9,5.0,4.5,0.16,5.0
723716,46,20,1,2015-07-05,2024-05-29,4.61,4.78,4.69,4.87,4.89,4.8,0.42,4.71
748316,754,30,3,2012-11-13,2024-06-06,4.88,4.93,4.91,4.94,4.94,4.75,5.34,4.86
763569,18,0,0,2013-07-24,2023-05-07,4.83,4.83,4.44,4.94,4.94,5.0,0.14,4.61
792286,7,7,1,2024-02-24,2024-06-08,4.43,4.29,4.14,4.86,4.86,4.57,1.76,4.43
792578,92,0,0,2013-03-14,2019-04-21,4.42,4.76,4.28,4.8,4.8,4.06,0.67,4.43
800076,239,14,3,2013-03-10,2024-06-13,4.8,4.81,4.94,4.89,4.9,4.89,1.74,4.7
808830,423,17,1,2013-01-20,2024-06-07,4.9,4.94,4.96,4.97,4.96,4.93,3.04,4.88
815855,168,4,0,2013-04-13,2024-02-15,4.22,4.5,4.43,4.76,4.64,4.64,1.23,4.44
828497,123,21,1,2013-04-16,2024-06-09,4.89,4.92,4.79,4.95,4.97,4.93,0.9,4.84
841260,16,2,0,2013-06-10,2023-12-05,4.44,4.44,4.06,4.81,4.88,4.56,0.12,4.38
842418,67,0,0,2013-01-12,2022-06-28,4.78,4.85,4.69,4.5,4.66,4.95,0.48,4.67
860336,540,34,1,2013-02-22,2024-06-07,4.74,4.81,4.84,4.88,4.88,4.94,3.91,4.69
860776,19,3,0,2016-12-19,2023-12-15,4.42,4.42,4.21,4.84,4.74,4.89,0.21,4.32
861775,24,1,0,2015-03-23,2024-04-28,4.83,4.83,4.83,4.87,4.79,4.13,0.21,4.7
873182,48,1,0,2016-09-24,2024-03-28,4.63,4.85,4.88,4.88,4.96,4.75,0.51,4.69
883653,36,3,0,2013-04-01,2023-12-30,4.92,4.94,4.91,4.89,4.97,4.91,0.26,4.69
886283,56,1,0,2013-01-23,2024-05-20,4.64,4.8,4.85,4.88,4.84,4.79,0.4,4.64
887461,18,1,0,2015-07-02,2023-10-21,4.5,4.44,4.0,4.78,4.78,4.89,0.16,4.28
888029,17,3,0,2013-08-31,2024-03-10,4.59,4.41,4.0,5.0,5.0,4.94,0.13,4.47
893529,1,0,0,2013-06-15,2013-06-15,0.0,,,,,,0.01,
898543,164,0,0,2014-09-13,2023-03-23,4.91,4.94,4.94,4.97,4.96,4.95,1.38,4.78
898544,128,0,0,2014-03-11,2022-09-16,4.91,4.95,4.95,4.98,4.97,4.95,1.02,4.83
902573,23,0,0,2013-06-01,2016-11-16,4.74,4.59,4.55,4.73,4.77,4.68,0.17,4.59
925318,10,2,0,2013-03-27,2024-05-04,4.7,4.6,4.7,4.9,4.8,4.4,0.07,4.4
945426,493,70,6,2013-04-01,2024-06-17,4.95,4.96,4.93,4.97,4.98,4.96,3.61,4.94
1026034,490,54,2,2013-05-20,2024-05-26,4.95,4.93,4.94,4.97,4.99,4.98,3.63,4.83
1092713,454,23,0,2013-05-20,2024-05-21,4.57,4.7,4.63,4.85,4.87,4.94,3.36,4.53
1112617,195,8,2,2015-05-25,2024-05-31,4.82,4.91,4.82,4.94,4.93,4.93,1.76,4.78
1177438,298,30,2,2013-06-28,2024-05-31,4.76,4.72,4.7,4.91,4.93,4.82,2.23,4.72
1205516,427,50,3,2013-05-29,2024-06-13,4.46,4.64,4.42,4.85,4.84,4.21,3.17,4.42
1245292,357,4,1,2014-09-06,2024-06-06,4.91,4.94,4.89,4.97,4.98,4.95,2.99,4.87
1336217,36,36,3,2023-06-22,2024-06-04,4.94,4.94,5.0,4.94,5.0,5.0,2.95,4.92
1446230,21,0,0,2013-09-29,2022-12-18,4.71,4.71,4.71,4.67,4.62,4.81,0.16,4.67
1472332,89,6,0,2016-10-10,2024-05-19,4.85,4.8,4.87,4.85,4.83,4.66,0.95,4.78
1484387,16,0,0,2013-09-30,2015-09-17,4.69,4.44,4.81,4.69,4.88,4.13,0.12,4.44
1488282,550,54,3,2013-09-06,2024-06-05,4.75,4.8,4.73,4.88,4.87,4.77,4.19,4.75
1537822,229,45,4,2019-04-19,2024-06-02,4.86,4.88,4.83,4.92,4.91,4.74,3.63,4.8
1571112,140,6,1,2013-09-15,2024-06-14,4.94,4.96,4.94,4.96,4.95,4.96,1.07,4.91
1628328,482,47,7,2014-10-27,2024-06-18,4.93,4.95,4.98,4.95,4.98,4.8,4.1,4.88
1641184,75,1,0,2013-10-06,2023-08-31,4.89,4.89,4.81,4.93,4.96,4.91,0.58,4.79
1667080,308,40,6,2013-11-04,2024-06-13,4.9,4.95,4.92,4.98,4.96,4.78,2.38,4.85
1688139,21,0,0,2014-03-01,2023-05-25,4.3,4.67,4.19,4.57,4.52,4.95,0.17,4.71
1750913,22,16,2,2023-05-11,2024-05-27,4.95,4.91,4.73,4.95,5.0,4.95,1.62,4.77
1761677,158,32,2,2013-12-22,2024-05-27,4.95,4.96,4.97,4.97,4.95,4.91,1.24,4.81
1789722,463,35,0,2013-10-20,2024-05-19,4.9,4.92,4.94,4.95,4.96,4.84,3.56,4.87
1806338,114,29,1,2014-03-28,2024-05-29,4.89,4.89,4.8,4.98,4.96,4.91,0.91,4.85
1813962,24,1,0,2013-12-08,2024-05-06,4.74,4.83,5.0,4.75,4.88,4.92,0.19,4.96
1821276,143,2,0,2013-12-02,2024-04-15,4.7,4.8,4.71,4.89,4.87,4.48,1.11,4.74
1824864,190,64,4,2013-11-20,2024-06-10,4.93,4.91,4.94,4.94,4.96,4.83,1.47,4.84
1825234,11,0,0,2014-01-07,2015-04-07,4.73,4.91,4.64,4.64,4.82,5.0,0.09,4.82
1838623,16,3,0,2018-04-24,2024-04-29,4.94,4.88,4.81,5.0,5.0,4.88,0.21,4.94
1841397,18,0,0,2014-08-12,2022-05-07,4.78,4.67,4.61,4.78,4.78,4.56,0.15,4.89
1860120,204,19,1,2016-08-07,2024-05-27,4.9,4.92,4.97,4.94,4.91,4.77,2.13,4.8
1865861,17,4,1,2019-05-27,2024-06-17,4.94,4.94,4.88,5.0,5.0,5.0,0.28,4.94
1901631,196,6,1,2014-03-21,2024-05-27,4.91,4.86,4.95,4.98,4.97,4.85,1.57,4.82
1936134,267,22,1,2014-08-09,2024-06-09,4.94,4.96,4.96,4.98,4.99,4.94,2.22,4.9
1997483,26,0,0,2016-03-30,2022-01-17,4.85,4.88,4.96,5.0,5.0,4.96,0.26,4.85
2033421,81,1,0,2015-04-12,2023-07-15,4.69,4.79,4.57,4.89,4.88,4.16,0.72,4.62
2060129,25,0,0,2015-10-08,2022-06-18,4.88,5.0,4.76,5.0,4.96,5.0,0.24,4.84
2098615,167,15,1,2014-02-17,2024-05-26,4.81,4.79,4.7,4.96,4.95,4.87,1.33,4.75
2111965,27,4,0,2014-10-31,2024-04-03,4.67,4.67,4.52,4.85,4.85,4.59,0.23,4.63
2115421,10,1,1,2021-08-28,2024-05-31,4.7,4.5,4.6,4.7,4.8,5.0,0.29,4.7
2198232,253,32,2,2014-03-24,2024-06-05,4.8,4.91,4.76,4.94,4.84,4.51,2.03,4.81
2241400,78,9,1,2014-01-30,2024-06-08,4.88,4.92,4.94,4.91,4.99,4.85,0.62,4.78
2263350,93,0,0,2014-05-05,2022-05-20,4.65,4.8,4.75,4.76,4.71,4.9,0.75,4.64
2277705,372,26,4,2014-02-19,2024-06-15,4.88,4.96,4.9,4.96,4.96,4.91,2.96,4.84
2285431,24,20,2,2017-04-07,2024-06-12,4.92,4.88,4.92,5.0,4.96,4.83,0.27,4.92
2304761,11,1,0,2016-08-30,2023-08-15,4.73,4.73,4.3,4.91,4.73,5.0,0.12,4.55
2308259,129,1,1,2014-03-01,2024-06-02,4.74,4.78,4.6,4.79,4.79,4.91,1.03,4.74
2318183,46,6,2,2014-08-18,2024-06-15,4.89,4.87,4.89,4.89,4.96,4.67,0.38,4.78
2340172,84,15,6,2019-04-21,2024-06-14,4.96,4.94,4.95,4.98,4.96,4.83,1.33,4.94
2343987,502,62,4,2014-02-24,2024-06-06,4.77,4.86,4.66,4.83,4.82,4.9,3.99,4.79
2361802,355,10,0,2014-03-06,2023-09-03,4.89,4.94,4.9,4.97,4.96,4.97,2.83,4.85
2365726,139,19,1,2014-04-01,2024-06-02,4.86,4.88,4.87,4.89,4.89,4.59,1.12,4.78
2466942,56,2,0,2014-05-11,2024-04-07,4.95,4.86,4.91,4.93,5.0,4.88,0.45,4.91
2476761,71,1,0,2016-04-16,2023-08-31,4.92,4.92,4.9,4.92,4.92,4.96,0.71,4.7
2477325,313,20,0,2014-03-13,2024-05-18,4.5,4.72,4.51,4.9,4.81,4.32,2.5,4.46
2477330,319,16,2,2014-03-07,2024-06-13,4.52,4.64,4.51,4.85,4.82,4.4,2.55,4.46
2479145,1,0,0,2016-08-06,2016-08-06,4.0,4.0,5.0,3.0,5.0,5.0,0.01,5.0
2483191,30,2,0,2014-04-14,2023-09-16,4.8,4.73,4.63,4.93,4.93,4.4,0.24,4.77
2501387,5,0,0,2014-10-20,2015-08-14,4.4,4.8,4.8,4.6,4.8,4.8,0.04,4.6
2501531,10,1,0,2016-06-26,2023-06-23,5.0,5.0,5.0,5.0,5.0,5.0,0.1,4.8
2523708,152,3,0,2014-04-07,2024-05-16,4.64,4.75,4.57,4.79,4.76,4.62,1.22,4.64
2538828,162,19,0,2014-06-02,2024-05-16,4.85,4.85,4.83,4.96,4.97,4.9,1.32,4.8
2547672,27,5,0,2014-08-16,2024-04-05,4.78,4.85,4.5,4.93,4.85,4.59,0.23,4.78
2554353,20,0,0,2014-05-25,2020-01-02,4.8,4.5,4.55,4.8,5.0,4.1,0.16,4.7
2622950,28,28,4,2023-12-03,2024-06-17,4.64,4.81,4.78,4.85,4.89,4.3,4.16,4.63
2657916,35,6,0,2014-11-20,2024-04-29,4.57,4.63,4.09,4.69,4.71,4.86,0.3,4.6
2685655,66,1,1,2014-04-16,2024-06-09,4.78,4.7,4.64,4.91,5.0,4.89,0.53,4.64
2690487,136,11,1,2014-04-30,2024-06-06,4.71,4.8,4.87,4.89,4.82,4.91,1.1,4.61
2694647,395,3,1,2014-08-18,2024-05-26,4.72,4.83,4.76,4.84,4.83,4.98,3.3,4.7
2791050,698,90,9,2014-05-20,2024-06-20,4.93,4.95,4.88,4.96,4.97,4.93,5.68,4.93
2874685,66,9,0,2014-06-10,2024-05-13,4.48,4.62,4.67,4.76,4.73,4.74,0.54,4.52
2964999,22,3,0,2015-03-13,2024-03-31,4.77,4.77,4.36,4.86,4.91,4.95,0.19,4.64
3103276,682,80,10,2014-05-28,2024-06-17,4.88,4.92,4.83,4.95,4.96,4.92,5.56,4.87
3119991,46,2,0,2014-06-27,2024-05-04,4.67,4.76,4.91,4.89,4.87,3.93,0.38,4.43
3136813,316,42,5,2017-02-14,2024-06-15,4.68,4.71,4.67,4.94,4.94,4.97,3.53,4.66
3175218,358,48,3,2015-06-06,2024-06-04,4.95,4.95,4.97,4.98,4.99,4.86,3.25,4.88
3199232,151,59,6,2014-08-06,2024-06-19,4.97,4.99,4.99,5.0,5.0,4.96,1.26,4.95
3201115,370,22,0,2014-06-12,2024-05-21,4.62,4.81,4.64,4.88,4.89,4.5,3.03,4.68
3237702,8,2,0,2014-09-16,2023-12-22,4.63,4.38,4.5,4.75,4.88,4.25,0.07,4.63
3317645,605,47,2,2014-07-28,2024-06-01,4.9,4.93,4.92,4.92,4.94,4.79,5.02,4.85
3526640,5,2,1,2015-05-19,2024-05-26,5.0,5.0,5.0,5.0,5.0,4.8,0.05,5.0
3538921,61,6,0,2014-07-14,2024-05-06,4.8,4.8,4.77,4.84,4.92,4.75,0.5,4.75
3544432,42,7,1,2017-03-09,2024-05-26,4.76,4.83,4.83,4.98,4.88,4.6,0.47,4.6
3601131,175,26,1,2015-04-01,2024-06-02,4.79,4.93,4.59,4.84,4.9,4.81,1.56,4.76
3604624,98,1,1,2015-04-13,2024-05-27,4.55,4.78,4.71,4.84,4.81,4.92,0.88,4.66
3627430,448,50,1,2014-10-17,2024-06-16,4.6,4.77,4.64,4.85,4.83,4.73,3.8,4.64
3633359,412,69,4,2018-11-09,2024-06-09,4.97,4.97,4.94,4.97,5.0,4.78,6.02,4.97
3635540,191,24,3,2015-03-09,2024-06-18,4.91,4.94,4.89,4.96,4.96,4.85,1.69,4.89
3637629,258,50,4,2015-03-30,2024-06-11,4.83,4.9,4.83,4.92,4.89,4.94,2.3,4.83
3651862,309,36,1,2016-09-17,2024-05-26,4.85,4.89,4.9,4.82,4.9,4.97,3.27,4.82
3674676,3,1,0,2023-03-30,2023-09-28,5.0,4.67,5.0,5.0,5.0,4.67,0.2,4.67
3760995,16,1,0,2015-08-31,2023-09-16,4.13,4.31,3.94,4.63,4.56,4.75,0.15,4.0
3761001,13,1,0,2014-11-04,2023-12-31,4.31,4.54,3.92,4.38,4.77,4.54,0.11,4.46
3767679,192,9,1,2014-11-18,2024-05-23,4.7,4.71,4.88,4.88,4.94,4.83,1.64,4.68
3810218,233,3,1,2017-04-30,2024-05-31,4.9,4.97,4.93,4.94,4.96,4.92,2.68,4.81
3821808,16,4,0,2015-09-06,2024-05-20,4.5,4.63,4.31,4.63,4.81,4.81,0.15,4.44
3821950,21,1,0,2015-07-31,2023-09-02,4.81,4.76,4.67,4.9,4.86,4.86,0.19,4.62
3822015,6,0,0,2015-05-12,2023-05-24,3.17,3.5,3.83,4.5,4.33,4.67,0.05,3.17
3822053,37,6,0,2014-11-21,2024-04-17,4.73,4.78,4.68,4.76,4.84,4.78,0.32,4.62
3822134,8,3,1,2017-06-14,2024-06-17,4.5,4.43,4.57,5.0,4.43,4.71,0.09,4.29
3851703,29,5,0,2014-10-31,2024-04-01,4.86,4.71,4.59,4.86,4.93,4.68,0.25,4.79
3861766,193,17,2,2014-08-28,2024-06-18,4.93,4.94,4.95,4.98,4.95,4.96,1.61,4.89
3884614,1,0,0,2017-08-31,2017-08-31,5.0,5.0,5.0,5.0,5.0,5.0,0.01,5.0
3894739,31,31,6,2024-01-28,2024-06-15,5.0,5.0,5.0,4.94,4.97,5.0,6.37,5.0
3897112,101,12,1,2014-10-14,2024-05-30,4.97,4.98,4.99,4.98,4.97,4.71,0.86,4.9
3898306,94,1,0,2014-10-13,2023-09-23,4.72,4.79,4.75,4.79,4.8,4.92,0.8,4.68
3907276,69,16,1,2014-11-06,2024-06-10,4.88,4.83,4.78,4.93,5.0,5.0,0.59,4.84
3912498,25,1,0,2015-03-01,2024-04-30,4.72,4.52,4.56,4.84,4.88,4.48,0.22,4.56
3964658,599,0,0,2014-11-09,2022-10-16,4.91,4.95,4.92,4.96,4.96,4.86,5.12,4.9
3996972,38,0,0,2014-11-20,2023-02-07,4.92,4.89,4.97,5.0,5.0,4.95,0.33,4.63
4022565,25,7,1,2014-11-30,2024-06-14,4.64,4.52,4.48,4.75,4.76,4.92,0.21,4.56
4024085,22,0,0,2014-09-14,2019-12-21,4.64,4.95,4.47,4.89,4.85,4.5,0.18,4.6
4025236,27,0,0,2014-09-15,2017-08-25,4.78,4.81,4.7,4.89,4.96,4.7,0.23,4.74
4025438,18,0,0,2014-09-05,2019-08-25,4.94,5.0,4.67,5.0,5.0,4.72,0.15,4.94
4054129,29,3,0,2019-05-05,2024-04-30,4.83,4.93,4.79,4.97,4.97,4.72,0.46,4.86
4055607,477,29,1,2014-10-14,2024-05-28,4.91,4.94,4.91,4.94,4.94,4.96,4.04,4.87
4083095,429,45,2,2014-10-17,2024-06-04,4.91,4.94,4.89,4.97,4.97,4.98,3.64,4.91
4085972,128,3,0,2014-10-19,2024-05-02,4.41,4.63,4.39,4.72,4.76,4.74,1.09,4.41
4204367,297,26,3,2014-10-13,2024-06-05,4.56,4.78,4.62,4.85,4.83,4.38,2.52,4.61
4218583,23,3,0,2014-11-21,2024-02-02,4.61,4.57,4.22,4.83,4.91,5.0,0.2,4.52
4231934,512,44,4,2014-12-15,2024-06-17,4.52,4.68,4.52,4.87,4.81,4.3,4.42,4.46
4244705,496,88,4,2014-10-06,2024-06-06,4.85,4.88,4.86,4.92,4.92,4.73,4.2,4.73
4284144,541,36,3,2015-04-20,2024-06-01,4.74,4.82,4.89,4.92,4.88,4.95,4.84,4.69
4286181,25,3,0,2015-04-19,2024-01-04,4.88,4.84,4.92,4.88,4.88,4.48,0.22,4.6
4325533,214,22,4,2014-11-05,2024-06-15,4.8,4.86,4.93,4.92,4.89,4.98,1.83,4.74
4343926,21,4,0,2014-11-03,2024-04-21,4.81,4.71,4.52,4.86,4.86,4.95,0.18,4.57
4408378,478,59,1,2014-11-21,2024-06-03,4.88,4.91,4.88,4.95,4.98,4.79,4.1,4.83
4411488,22,1,0,2014-11-28,2024-03-30,4.36,4.5,4.23,4.64,4.73,5.0,0.19,4.41
4416095,118,16,6,2014-11-21,2024-06-18,4.86,4.9,4.85,4.9,4.91,4.93,1.01,4.87
4420920,332,60,6,2014-11-20,2024-06-17,4.87,4.88,4.93,4.98,4.91,4.8,2.84,4.85
4427874,170,4,0,2014-12-06,2024-02-05,4.56,4.79,4.55,4.73,4.8,4.88,1.46,4.65
4480481,30,0,0,2016-06-20,2021-08-10,4.77,4.87,4.9,4.93,4.93,4.97,0.31,4.83
4482916,52,1,0,2015-05-22,2023-08-22,4.33,4.44,4.4,4.56,4.67,4.42,0.47,4.48
4482945,172,29,0,2014-11-12,2024-05-21,4.86,4.9,4.85,4.97,4.94,4.73,1.47,4.84
4510648,5,0,0,2014-11-19,2017-01-21,4.8,4.8,5.0,4.6,4.8,4.8,0.04,4.8
4545885,971,126,6,2014-12-07,2024-06-05,4.71,4.79,4.79,4.89,4.9,4.81,8.36,4.72
4552932,412,52,4,2015-01-17,2024-06-03,4.95,4.97,4.94,4.98,4.98,4.98,3.59,4.9
4574014,94,40,3,2015-01-09,2024-06-02,4.93,4.97,4.97,4.98,4.97,4.86,0.82,4.89
4579903,64,0,0,2015-09-18,2022-06-03,4.77,4.9,4.87,4.98,4.89,5.0,0.6,4.71
4580159,31,0,0,2015-01-01,2022-11-20,4.97,4.97,4.9,4.97,5.0,4.97,0.27,4.74
4604357,379,43,5,2014-12-18,2024-06-20,4.86,4.92,4.87,4.96,4.99,4.96,3.27,4.84
4616068,255,22,2,2015-03-06,2024-05-26,4.75,4.84,4.74,4.84,4.79,4.93,2.25,4.74
4621063,0,0,0,,,,,,,,,,
4634946,338,36,5,2014-12-19,2024-06-16,4.86,4.89,4.74,4.97,4.98,4.85,2.92,4.88
4635196,14,0,0,2017-04-04,2019-10-23,4.5,4.71,4.36,4.93,4.93,5.0,0.16,4.64
4708026,37,12,1,2017-10-22,2024-05-28,4.51,4.73,4.68,4.59,4.73,5.0,0.46,4.68
4730124,345,37,2,2015-03-31,2024-06-03,4.89,4.94,4.87,4.97,4.94,4.7,3.07,4.82
4730309,322,35,1,2015-03-01,2024-05-26,4.67,4.75,4.64,4.92,4.9,4.61,2.84,4.68
4741982,227,0,0,2014-12-29,2021-05-22,4.94,4.94,4.95,4.97,4.93,4.88,1.97,4.88
4742331,1,0,0,2017-10-20,2017-10-20,5.0,5.0,5.0,4.0,5.0,5.0,0.01,5.0
4758676,38,1,0,2015-01-04,2024-03-31,4.74,4.84,4.76,4.92,4.92,4.84,0.33,4.76
4767589,182,46,4,2019-06-09,2024-06-14,4.88,4.96,4.91,4.97,4.96,4.73,2.97,4.84
4801046,625,75,5,2015-09-14,2024-06-14,4.92,4.96,4.92,4.98,4.98,4.95,5.85,4.88
4841217,7,0,0,2020-02-17,2022-07-07,5.0,5.0,4.86,5.0,4.86,5.0,0.13,4.86
4848799,133,15,3,2015-04-14,2024-06-09,4.86,4.92,4.86,4.95,4.91,4.98,1.19,4.83
4922023,428,6,0,2015-02-01,2024-05-01,4.91,4.96,4.95,4.97,4.97,4.96,3.74,4.9
4924193,17,0,0,2017-03-25,2022-08-31,5.0,4.82,4.53,4.88,5.0,4.94,0.19,4.76
4928685,52,23,1,2017-09-25,2024-05-27,4.87,4.87,4.69,4.94,4.96,4.85,0.63,4.83
4936102,7,0,0,2015-07-16,2019-05-22,4.86,5.0,5.0,5.0,5.0,4.86,0.06,4.86
4943572,31,5,1,2022-03-22,2024-05-30,4.84,4.74,4.48,4.97,4.9,5.0,1.13,4.81
4978586,60,2,0,2016-05-31,2024-04-29,4.8,4.88,4.83,4.97,4.93,4.77,0.61,4.92
5012334,43,4,0,2021-10-18,2024-05-11,4.95,4.98,4.91,4.98,4.95,4.88,1.32,4.98
5015395,5,0,0,2015-08-29,2017-03-26,5.0,4.4,4.6,4.8,5.0,4.4,0.05,4.6
5018679,137,8,3,2015-03-16,2024-06-07,4.84,4.86,4.88,4.94,4.91,4.93,1.21,4.77
5030765,76,10,1,2015-03-27,2024-06-02,4.89,4.91,4.93,4.96,4.97,4.88,0.68,4.82
5030785,105,11,2,2015-04-13,2024-06-14,4.9,4.98,4.95,4.97,5.0,4.86,0.94,4.85
5066458,142,58,5,2015-04-12,2024-06-09,4.84,4.85,4.86,4.87,4.86,4.73,1.27,4.77
5075773,461,1,0,2016-07-31,2023-07-05,4.85,4.89,4.94,4.95,4.81,4.96,4.8,4.79
5076606,104,29,0,2015-09-22,2024-05-15,4.64,4.75,4.48,4.88,4.88,4.96,0.98,4.63
5111311,160,26,3,2015-06-10,2024-06-11,4.83,4.84,4.87,4.9,4.91,4.71,1.45,4.75
5132940,590,53,2,2015-02-13,2024-06-05,4.86,4.92,4.93,4.95,4.94,4.77,5.18,4.85
5156582,327,28,1,2016-02-28,2024-06-02,4.78,4.86,4.85,4.88,4.81,4.73,3.23,4.74
5166322,422,3,0,2015-02-17,2023-07-05,4.87,4.9,4.9,4.91,4.77,4.95,3.71,4.78
5195346,85,2,0,2015-05-19,2023-11-13,4.71,4.8,4.86,4.86,4.88,4.37,0.77,4.75
5239084,125,30,0,2015-05-02,2024-05-20,4.82,4.87,4.78,4.91,4.96,4.98,1.12,4.74
5262416,366,46,5,2015-02-09,2024-06-16,4.97,4.99,4.98,4.98,4.96,4.87,3.21,4.92
