id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46530992,Home in Washington · ★4.86 · 4 bedrooms · 5 beds · 2 baths,64478789,Grace,,"Brookland, Brentwood, Langdon",38.92217,-76.9932,Entire home/apt,675,1,7,2023-05-13,0.32,1,365,4,"Hosted License: 5007242201002296
Unhosted License: 5007262201002297"
46414172,Condo in Washington · 1 bedroom · 1 bed · 1 bath,7650266,Stay Attache,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91586,-77.03398,Entire home/apt,95,31,0,,,99,331,0,
46612630,Townhouse in Washington · 3 bedrooms · 2 beds · 2.5 baths,19223788,Yelena,,"Woodridge, Fort Lincoln, Gateway",38.92259,-76.96265,Entire home/apt,900,31,0,,,1,0,0,
46531231,Condo in Washington · ★4.80 · 1 bedroom · 4 beds · 1 bath,256002976,Lilly,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9142,-77.02123,Entire home/apt,100,31,5,2020-12-18,0.16,1,0,0,
46615344,Rental unit in Washington · ★4.93 · 2 bedrooms · 2 beds · 1 bath,163825346,Elizaveta,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92736,-77.04193,Entire home/apt,165,3,81,2023-05-30,2.61,1,79,44,Hosted License: 5007242201001102
46414231,Condo in Washington · 1 bedroom · 1 bed · 1 bath,7650266,Stay Attache,,"Dupont Circle, Connecticut Avenue/K Street",38.91212,-77.03956,Entire home/apt,159,31,0,,,99,341,0,
46545564,Guest suite in Washington · ★4.91 · 1 bedroom · 2 beds · 1 bath,374927098,Lori,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92411,-77.034,Entire home/apt,182,3,45,2023-06-12,1.87,1,254,23,Exempt
46414609,Condo in Washington · 1 bedroom · 1 bed · 1 bath,7650266,Stay Attache,,"Dupont Circle, Connecticut Avenue/K Street",38.91508,-77.04099,Entire home/apt,181,31,0,,,99,352,0,
46414628,Condo in Washington · 3 bedrooms · 3 beds · 3 baths,7650266,Stay Attache,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.03982,Entire home/apt,253,31,0,,,99,321,0,
46618297,Rental unit in Washington · ★4.89 · 1 bedroom · 1 bed · 1 bath,185020877,Roydell,,"Union Station, Stanton Park, Kingman Park",38.89962,-76.99212,Entire home/apt,100,2,9,2023-05-19,0.36,2,317,3,Hosted License: 5007242201001913
46546172,Condo in Washington · ★4.77 · 1 bedroom · 2 beds · 1 bath,1922341,Kamila,,"Dupont Circle, Connecticut Avenue/K Street",38.91471,-77.03716,Entire home/apt,109,31,13,2022-06-11,0.42,3,98,0,
46626850,Rental unit in Washington · ★5.0 · 1 bedroom · 2 beds · 1 bath,69203193,Leyla & Matt,,"Union Station, Stanton Park, Kingman Park",38.8944206237793,-76.99826049804688,Entire home/apt,87,31,5,2023-05-05,0.17,37,327,2,
46628220,Rental unit in Washington · 1 bedroom · 2 beds · 1.5 baths,62170628,Adam,,"Dupont Circle, Connecticut Avenue/K Street",38.9128,-77.03792,Entire home/apt,95,31,2,2021-07-24,0.07,1,0,0,
46630067,Home in Washington · ★4.32 · 6 bedrooms · 9 beds · 4 baths,376939109,James,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90132,-77.01846,Entire home/apt,350,31,25,2022-10-31,0.90,2,355,9,
